date,AAPL,MSFT,JPM,AMZN,F,TSLA,GM,BAC,EPU
2023-11-01,0.17769165574438542,0.23079230982773585,0.18203581398270752,0.3692059868511673,0.4785281993837326,0.5313940357668473,0.3567328319115013,0.31062929322229416,140.67720419175046
2023-12-01,0.15147319966883926,0.19295666409165807,0.12428179686605464,0.23721662211629035,0.3990634840194128,0.4116083535555072,0.41059372441330877,0.2803991445054617,107.0015790035396
2024-01-01,0.18703901820963298,0.1455384537223002,0.11322002288240318,0.19959487345668153,0.32435736904102097,0.37248119583780104,0.3046073896810686,0.24730977395710474,131.2736785982848
2024-02-01,0.19266306253819213,0.18194373005472647,0.12832777337914147,0.29991304848598005,0.34946393492902533,0.4964052268132121,0.2980842563652576,0.21307899164623673,106.51287342793694
2024-03-01,0.1756096454850351,0.21101415900102255,0.1277878117707743,0.2752765950284305,0.31980192534650975,0.48772342167821015,0.24513850499093479,0.19736110355416517,116.71150289896296
2024-04-01,0.23394530692694973,0.19170556644112569,0.20607600998507458,0.20168282618314654,0.3411334097904167,0.5034385030043527,0.24447708447446048,0.20619858376188835,139.4120173422644
2024-05-01,0.26455828739439957,0.21519043650455086,0.24557765005802945,0.2519640582155629,0.3348656738128639,0.7044416658276637,0.22313860124818355,0.22598168031291327,123.60752054667115
2024-06-01,0.2633514317121192,0.18264230385420083,0.21834663393339113,0.19127001389222295,0.25360860911357175,0.4704743508314548,0.24148747839365134,0.18784719923091123,144.17842439562995
2024-07-01,0.28646326738532424,0.18351495121086564,0.1972090786383675,0.24317728105195335,0.34413008702293624,0.5755935097605277,0.2818288996234628,0.2152905874982248,144.93679861142613
2024-08-01,0.2533947181012958,0.22705960106880338,0.2525669127016549,0.3789360904398663,0.6813131524399391,0.7321410739287567,0.38906106349888675,0.2796235962143069,138.3664253273809
2024-09-01,0.20889286362473775,0.1881038319727558,0.24188316315895064,0.339553195031853,0.342749049585591,0.5924618273530624,0.3340042854229286,0.2197621008258058,127.39912062749826
2024-10-01,0.22521553509733513,0.17021616498853112,0.23481736984929658,0.24118064859276037,0.2642133122795324,0.5843784223193763,0.35010127779797345,0.2114999025398473,109.29088880997024
2024-11-01,0.18515904521228305,0.23992592138850427,0.356148446869602,0.3075270824479823,0.379485839775096,0.8560575142175393,0.39288156949645725,0.2882556637722233,225.04903075137688
2024-12-01,0.14821676235940115,0.21758246151021413,0.29964743101785035,0.3167508194971084,0.31983613900150204,0.700582277943613,0.40399211916610644,0.24222654103081975,218.8454805684385
